Company Name,Certification ID,Location,Email,Address,Certifying Agency,Valid From,Valid To,Products,Scraped Timestamp
DAIVIK ORGANIC Certified,ORG-2009-002435,Coimbatore,sridhar.suryakumar@gmail.com,"No.79/99, Thiruvalluvar Street, Cotton City Estates, G N Mill Post, Coimbatore, Tamil Nadu",NPOP,validfrom 24/01/2024,30/10/2024,"Ajwain, Almond, Almond oil, Aloe Vera Juice, Alphonso Mango, Amaranth Flour, Amaranth seed/ Ram dhana, Amla, Amla ???Candy, Amla Juice, Amla powder, Apricots, Arhar dal (Red gram/Pigeon pea), Asafoetida, Asafoetida powder, Ashwagandha Powder, Ashwagandha root, Ashwagandha Root Powder, Asparagus racemosus (Shatawar), Asparagus racemosus Powder, Asparagus racemosus-root-powder, Bajra flour/ Atta, Bajra porridge/Dalia, Banana dehydrated, Banana Fresh, Barley Flour, Barley Porridge/Dalia, Barley whole, Basil seeds, Basil/Tulsi, Basmati rice, Basmati rice-brown, Basmati rice-white, Bay Leaf, Bay leaf powder, Beaten rice, Beet root, Beet Root powder, Bengal Gram Whole, Bengal Gram(Chana)Flour, Bitter Gourd, Black cumin, Black Cumin Powder, Black Gram Flour, black gram split white, black gram white whole, Black gram/Urd (Vigna sp.), Black Mustard Oil, Black Mustard Seed, Black Pepper, Black pepper crushed, Black Pepper Powder, Bottle Gourd, Brahmi Powder, Brahmi/Bacopa monnieri, Brown gram/Gram/Chana (Cicer arietinum), Brown Mustard Oil, Brown Rice, Brown rice flakes, Brown Rice flour, Buchanania lanzan Spreng (Cheerojee), Buck wheat (seed quality), Buckwheat Flour, Cabbage lettuce (head lettuce), Cane molasses, Cane Sugar cubes, Canned Food, Cardamom, Cardamom Large (Black), Cardamom Powder, Carrot, cashew kernels (w240), cashew kernels (w320), Cashew nut (roasted & salted), Cashew Whole, Cashew-Split, Castor Oil (Edible grade), Cauliflower, chana Dal, Chana Masala, Chat masala, Cherry/Cherries, Chia, Chicken Curry Masala, Chicken Masala, Chickpea/Kabuli Chana (garbanzos), Chilli dried, Chilli powder, Chilli whole, Chives Dehydrated, Cinnamon, Cinnamon (Powder), Cinnamon bark, Clove powder, Cloves, Cluster beans/ Guar, Coconut, Coconut (Dried), Coconut Desiccated, Coconut flakes, Coconut oil, Coffee beans, Coffee Cherry-Arabica, Coffee Powder, Coffee Robusta Cherry, Cooked/ roasted/ cracked Corn, Coriander, Coriander Leaf Dehydrated, Coriander Powder, Coriander seed/whole, Cowpea Red, Cowpea white dal, Cucumber, Cucumber Seeds, Cumin Powder, Cumin whole, Dal masala powder - hot, Dates-Fresh (excluding wet dates), Dates-Soft (khayzur or wet dates), Dehydrated Garlic Flakes, Dehydrated Mango, Dehydrated Orange Flakes, Dehydrated Pineapple, Dilli Paneer Masala, Dilli Rajma Masala, Dried Curry leaves, Dried mango slices, Dried potato chips, Drum Stick powder, Drumstick, Durum Wheat (seed quality), Egg Masala, extra virgin coconut oil, Fennel Powder, Fennel Seed, Fennel Seed - Roasted, Fenugreek Powder (Methi Powder), Fenugreek Seed (Methi Seed), Finger millet flour, Flax Seed, Foxtail Millet, Garam Masala, Garlic, Garlic flakes, Garlic paste, Garlic Powder, Ginger Flakes, Ginger Powder, Gluten Free Daliya, Gram Flour/Besan, Green Cardamom, Green Cardamom (Bulk), Green Cardamom Powder, Green Chana (Gram), Green chilli dry, Green Chilli Flakes, Green chilli fresh, Green Chilli Powder (dry), Green Chilly, Green Gram Flour, Green Gram Whole (Moong Sabut), Green peas, Green Pepper/bell pepper, Green Tea, Groundnut chikkies, Groundnut/Peanut, Groundnut/Peanut Oil (Deodorized-Salad Oil)-edible grade, Groundnut/Peanut oil (Edible grade), groundnut/peanut roasted, Guduchi (Tinospora Cordifolons), Horse gram (Macrotyloma uniflorum), Idli Flour/powder, Indian curry leaves, Jackfruit-Canned, Jaggery, Jaggery cube, Jaggery powder, Jowar, Jowar flour, Kabuli Chana, Kalmegh powder (Andrographis paniculata), Kalonji/nigella, Kasuri methi, Kodo/Kodon Millet, Kokum/Garcinia, Lemon Fresh, Lemon grass root powder, Lemon juice, Lemongrass, Little millet, Mace, Mace Powder, Maida, Maize (Corn), Maize (Corn) Flake, Maize/ corn porridge (Dalia), Maize/Corn flour, Mango (fresh), Mango dried, Mango Powder/ Aamchur, Manjista, Masala cashew, Masoor Dal, Masoor Dal-Split with out Shell, Matki/Moth Bean, Millet, Millet Flour, Millet porridge, Mix Dal, Mix millet flour, Moong Dal, Moong dal-Split, Moong papad (Plain), Moringa Powder, Moringa dried leaves, moth dal, Multi grain Atta, Mumbai Pau Bhaji Masala, Mustard Powder, Mustard Seeds, Mutton Curry Masala, Neem powder, Non-Basmati Rice, Nutmeg Powder, Nutmeg Whole, Oat flour, Oats (Flakes), Oats (Rolled grains), Okra/Bhindi, Olive Oil Edible grade, Olive Oil Virgin, Olives Fresh, Onion, Onion (Powder), Onion flakes, Onion Fresh/ kanda, Orange, Oregano, Organic Broken Rice, Papad/ plain papadum, Papaya (C.papaya), Paprika (Capsicum annuum), Pea- Dried, Pearl Millet/Bajra, Peshawari Biryani Masala, Peshawari Tikka Masala, Pigeon pea/arhar whole, Pineapple, Pistachios, Poha Flattened Rice, Pomegranate (fresh), Pomegranate seed powder, pomegranate seeds/anardana, Poppy seeds, Potato, Proso millet, Psyllium husk (isobgul), Pumpkin Seeds, Pumpkins (Fresh), Purple cabbage, quinoa, Radish, Radish (White), Ragi Flour, Ragi/Finger Millet grain, Raisins/Kismis, Rama Tulsi-Ocimum sanctum, Rapeseed Oil, Rasam powder, Red Chilli (whole), Red Chilli Flakes, Red Chilli Powder, Red Flattened Rice, Red Kidney beans/Rajma (Phaseolus vulgaris), Red Rice, Red Rice Flour, Rice Flakes, Rice Flour, Rice hand pounded, Rice Porridge/dalia, Rice Puffed, Rice Sonamasuri Brown, Rice Sonamasuri Hand pound, Rice-Sona Masuri, Roasted Almonds, Roasted Gram/ chana, Rose, Rosemary, Sabji Masala, Safflower Seed Oil (Kardi Seed Oil), Saffron, Sambar Mix/ Sambar Powder, Sapota dried/dehydrated, Sapota fresh (chico), Sattu, Sawan/Barnyard Millet, Seed Mix, Sesame Oil/Gingelly Oil, Sesame white dehulled, Sesame/Sesamum, Sorghum, Sorghum Flour, Soyabean/Soybean Flour, Soyabean/Soybean Meal, Soyabean/Soybean White, Special Turmeric Powder, Spice Mix (Garam Masala), Split Chickpea/Kabuli Chana (garbanzos), Star anise, Strawberries/Strawberry fresh, Strawberries/Strawberry Puree, Sugar, Sugar (Brown/Natural), Sugarcane, Suji/Semolina/ Cream of Wheat, Sunflower oil: edible grade, Sunflower seeds: Of seed quality, Sweet Lime, Tamarind fresh seeded(Imli), Tamarind Powder (Imli), Tamarind/Imli (T.indica), Tandoori Masala, Terminalia bellirica powder, Thymes, Tomatoes (Fresh), Triphala Powder, Tulsi Powder, Tur/ Toor Dal, Turmeric Powder, Turmeric whole-dried, Urad dal/Split Black gram, Urd papad, Virgin coconut oil, walnut, Water Melon Seeds, Wheat, Wheat Flakes, Wheat flour, Wheat flour/Atta (Machine Milled), Wheat grain, Wheat Maida, Wheat Pasta, Wheat Porridge/Dalia, Wheatgrass, Wheatgrass powder, White Cane Sugar, White Pepper, White Pepper powder, White Rice flour, Whole Wheat Atta Premium, Wild Honey, Yellow mustard",2025-03-30T14:36:27.731896
DEVRAJ TROPICAL FRUITS Certified,ORG-2005-000783,Krishnagiri,qchead@sridevarajaagro.com,"Sy. No. 49/1-6 & 9, Metpenda, Kothapetta Village, Krishnagiri, Tamil Nadu",NPOP,validfrom 30/10/2023,21/10/2024,"Aseptic Alphonso mango pulp, Aseptic Totapuri Mango Puree Concentrate, Guava pulp, Guava Puree, Neelam Mango Pulp, Pineapple juice, Tamarind concentrate, Totapuri Mango pulp, Totapuri Mango puree",2025-03-30T14:36:27.732032
DRAGONFLY ORGANIC FARMS Certified,ORG-1403-000243,Salem,sudeep.ganesh@gmail.com,"Registered office: C/O Rajnish Radhakrishnan, Fuego, A2, NCPR, DodanakundiPhase 2, Mahadevapura post, Bangalore-560048, Salem, Tamil Nadu",NPOP,validfrom 01/02/2024,01/02/2025,"Chilli powder, Coffee Arabica Parchment, Coffee Arabica-Cherry, Dried Pepper-black, Ginger sliced (dried), Ginger whole (dried), Turmeric Dried, Turmeric Powder",2025-03-30T14:36:27.732160
Dunsandle Estate Factory Certified,ORG-1604-000487,The Nilgiris,mgr.dunsandle@bbtcl.in,"Registered office:The Bombay Burmah Trading Corporation Limited, Mudis Group Office, Mudis P.O., Coimbatore, Tamil Nadu-642117, The Nilgiris, Tamil Nadu",NPOP,validfrom 18/08/2023,17/08/2024,"Bai Mu Dan Tea, Eucalyptus oil, Organic Black Tea",2025-03-30T14:36:27.732285
ELITE NATURAL PRIVATE LIMITED Certified,ORG-2208-002660,Krishnagiri,organiccertification@elitegreen.in,"PLOT No. 21, SIPCOT INDUSTRIAL COMPLEX, PHASE 2, Krishnagiri, Tamil Nadu",NPOP,validfrom 29/11/2023,27/11/2024,"Amla powder, Arrowroot powder, Ashwagandha Powder, Ashwagandha root, Black Pepper, Cardamom, Chicory, chilli flakes, Chilli whole (dry), Cinnamon, Cinnamon (Powder), Coriander, Coriander Powder, Garlic flakes, Garlic Powder, Non-Basmati Rice, Red Chilli Powder, Sugar, Turmeric Powder, Turmeric slice dried, Turmeric whole-dried, Wholewheat Atta Premium (as Wheat Flour)",2025-03-30T14:36:27.732411
EXOTIC FRUITS PVT LTD Certified,ORG-1303-000206,Krishnagiri,mukundmast@gmail.com,"SF No.263/1, Sigaralappali village, Krishnagiri, Tamil Nadu",NPOP,validfrom 01/02/2024,31/01/2025,"Alphonso Mango Pulp, Alphonso Mango Puree, Aseptic Totapuri Mango Puree Concentrate, Mango juice/ concentrates, Totapuri Mango pulp, Totapuri Mango puree",2025-03-30T14:36:27.732535
EXPOVAN Certified,ORG-1112-001034,Coimbatore,navaneethan@indianvanilla.net,"42-43A, Vadakkipalayam Road, R.Ponnapuram,Pollachi, Coimbatore, Tamil Nadu-642002, Coimbatore, Tamil Nadu",NPOP,validfrom 15/09/2023,14/09/2024,"Vanilla (cured), Vanilla Bean, Vanilla Pod, Vanilla Powder, Vanilla TBC",2025-03-30T14:36:29.479488
EXPOVAN Certified,ORG-1310-001044,Coimbatore,navaneethan@indianvanilla.net,"42-43A, Vadakkipalayam Road, Coimbatore, Tamil Nadu",NPOP,validfrom 15/09/2023,14/09/2024,"Vanilla (cured), Vanilla Bean, Vanilla Pod, Vanilla Powder, Vanilla TBC",2025-03-30T14:36:29.479631
Flex Foods Limited Certified,ORG-2212-004223,Krishnagiri,ravipalli.bharghav@flexfoodsltd.com,"Yeragondapalyam, Devaganapalli PO, Thally Road, Krishnagiri, Tamil Nadu",NPOP,validfrom 22/12/2023,21/12/2024,"AIR DRIED Organic Parsley, AIR DRIED Organic Rosemary, Banana Dried, Banana powder, Beans (Frozen) (Phaseolus spp.), Beans Fresh (Phaseolus app.), Beet, Beet Root powder, Carrot Dehydrated, Cauliflower, Chives (Allium schoenoprasum), Chives Dehydrated, Coconut (Dried), Coconut powder/dried coconut powder, Cucumber Dehydrated, Dehydarted Cauliflower, Freeze Dried Banana, Freeze Dried Carrot, Freeze Dried Chives, Freeze Dried Green Beans, Freeze Dried Mango, Freeze Dried Okra, FREEZE DRIED Organic Coriander, FREEZE DRIED Organic Rosemary, Freeze dried pineapple muesli dices, Freeze dried pineapple powder, Individual quick frozen Banana, Individual quick frozen Carrot, INDIVIDUALLY QUICK FROZEN Organic Coriander, INDIVIDUALLY QUICK FROZEN Organic Rosemary, Potato, Potato Dehydrated, Pumpkins (Chilled), Pumpkins (Fresh), Spinach dehydrated, Spring onion, sweet corn kernels, White Onion",2025-03-30T14:36:29.479768
GREEN LAXMI FOODS Certified,ORG-2104-002318,Coimbatore,vikash@greenlaxmi.com,"SF No: 642, 1A, S.No:12-13, Comsia Industrial Estate, Samanaickenpalayam, Coimbatore, Tamil Nadu",NPOP,validfrom 05/07/2023,04/07/2024,"Coconut chips, Coconut Desiccated, Coconut milk, Coconut oil, Coconut powder/dried coconut powder, extra virgin coconut oil, Virgin coconut oil",2025-03-30T14:36:29.479899
Green Valley Bio Naturals Private Limited Certified,ORG-2305-001156,Tirupur,Kovaikisan@gmail.com,"No-12-126,Karungalkadu, Pudhu Ayyapanaickenpalayam, Nandhavanapalayam(PO),Dharapuram (TK), Tirupur, Tamil Nadu",NPOP,validfrom 24/07/2023,23/07/2024,"Coconut (Fresh), Coconut chips, Coconut Desiccated, Coconut Extract, Coconut milk, Coconut oil, Coconut powder/dried coconut powder, Coconut shred, Coconut Water, Sugar, Tender Coconut, Virgin coconut oil",2025-03-30T14:36:29.480034
GREENZONE Certified,ORG-2001-000045,Coimbatore,tnocdcbe@gmail.com,"5/35,Pappathipallam,Ganapathiplayam Post, Coimbatore, Tamil Nadu",NPOP,validfrom 10/01/2024,09/01/2025,Coconut oil,2025-03-30T14:36:29.480160
GRENERA NUTRIENTS PRIVATE LIMITED Certified,ORG-2201-000236,Erode,qc@grenera.com,"37-B,PUTHUPALAYAM, AVAL POONDURAI, Erode, Tamil Nadu",NPOP,validfrom 16/05/2024,17/03/2025,"Aamlaki Powder, Amla, Amla C caplets, Amla churna, Amla dried, Amla extact capsule, Amla Juice, Amla powder, Amla sat, Amla TBC, Amla tea, Apple Tea, Arrow root powder, Ashwagandha, Ashwagandha Veg Capsules - 500MG, Ashwagandha caplets, ASHWAGANDHA capsule, Ashwagandha Leaf, Ashwagandha root, Ashwagandha Root Powder, Ashwagandha tablets, Ashwagandha TBC, Azadirachta indica (Neem), Black cumin, Black Cumin Powder, Black Pepper, Black pepper (light black), Black pepper milled, Black Pepper Powder, Brahmi Powder, Brahmi/Bacopa monnieri Powder, Capsule Bacopa monnieri/brahmi, Capsule Ginger, Cardamom Powder, Castor Oil, Chamomile (M.chamomile), Chamomile Flavoured Green Tea, Chamomile Tea, Chia, Cinnamon (Powder), Clove powder, Coconut oil, CTC Tea, Cumin oil, Curry Leaf powder, Dry rose petals-Rose, Eclipta alba (Bhrigjraj/Bhringraj), extra virgin coconut oil, Fennel tea bag cut, Fenugreek Powder (Methi Powder), Fenugreek Seed (Methi Seed), Fenugreek TBC, Ginger Powder, Ginger TBC, Glyzerizha glabra (Licorice), Green Tea, Green tea dried TBC, Green Tea Natural, Groundnut/Peanut, Gymnema powder, Haritaki Fruit, Haritaki powder, Haritaki/Harad(Terminalia chebula), Haritaki/T.chebula capsule, Henna Powder, Herbal tea, Hibiscus, Hibiscus Dried Flower, Hibiscus petal/tea bag cut, Hibiscus tea, Indigo Powder, Krishna Tulsi TBC-Ocimum basilicum, lemon peel powder, Manjistha/Rubia cordifolia Powder, Masala Chai, Matki/Moth Bean, Mint Tea, Moringa Powder, Moringa Tea, Moringa (M.oleifera), Moringa Cake powder, Moringa capsule, Moringa dried leaves, Moringa Ginger Tea, Moringa green leaves, Moringa Green Tea, Moringa leaves, Moringa Lemon Tea, Moringa oleifera Leaf powder, Moringa seed, Moringa seed oil, Mucuna pruriens Powder, Mulberry powder, Neem caplets, Neem Capsule, Neem Churna, Neem leaf powder, Neem leaves, Neem leaves powder, Neem oil, Neem Veg Capsules - 500MG, Nettle, Noni, Noni (Morinda Citrifolia. L), Noni (Moringa citrifolia) - Extract, Noni Fruit Powder, Noni Juice (Morinda citrifolia), Orange peel powder/extract, Palm Jaggery, Palmyra sugar, Pomegranate Tea, Psyllium husk (isobgul), Psyllium husk powder, Rama Tulsi TBC-Ocimum sanctum, Red Chilli Powder, Ricinus communis (Errand), Rose petals powder, Senna, Senna capsules, Senna leaves, Senna Leaves Powder, Senna Leaves Tea Bag Cut (TBC), Senna Pods Powder, Senna seeds, senna T-cut, Senna Tablets, Sesame Oil/Gingelly Oil, Shajan chal/Moringa olifera, Shatavari, Shatavari powder, Shatavari Root, Shikakai powder, Soap Nut/Reetha ( Powder), Soap Nut/Reetha (Nuts), Special Turmeric Powder, Sprouted Ragi flour, Strawberry Tea, Tamanu oil, Tea Tulsi Flavour Herbal Infusion, Terminalia bellirica powder, Terminalia bellirica/baheda, Triphala, Triphala caplets, Triphala Capsule, Triphala Powder, Tulsi Powder, Tulsi Tea Sweet Lemon, Turmeric Capsule, Turmeric fingers, Turmeric Formula Capsule, Turmeric Fresh Rhizomes, Turmeric Powder, Turmeric Roots/Rhizomes Powder, Turmeric TBC, Turmeric whole-dried, Vana tulsi TBC-Ocimum gratissimum, Wheatgrass, Wheatgrass powder, wheatgrass tablet",2025-03-30T14:36:29.480300
GSNR RICE INDUSTRIES PRIVATE LIMITED Certified,ORG-2310-002513,Tiruchirappalli,info@cauveryrice.com,"NO:56,KODIKAL STREET,MATHANAM SOUTH, POOVALUR,LALGUDI-TK, Lalgudi Block, Tiruchirappalli, Tamil Nadu",NPOP,validfrom 13/03/2024,12/03/2025,Parboiled Rice,2025-03-30T14:36:29.480431
Hara Hills Private Limited Certified,ORG-2309-002312,Kancheepuram,harahills@gmail.com,,NPOP,validfrom 20/11/2023,19/11/2024,"Amla powder, Cassia Leaves Powder, Henna Powder, Indigo Powder, Shikakai powder",2025-03-30T14:36:29.480559
Havukal Tea and Produce Company Private Limited Certified,ORG-1705-000675,The Nilgiris,karthik@havukal.in,"Registered Offices &, The Nilgiris, Tamil Nadu",NPOP,validfrom 13/05/2024,12/05/2025,"Black Tea, Green Tea, Organic Black Tea, Organic Green Tea",2025-03-30T14:36:29.480687
INDIAN COCONUT PRODUCT Certified,ORG-1908-002035,Coimbatore,lauricoindia@gmail.com,"98/A1,Earipatty,Earipatty Post, Coimbatore, Tamil Nadu",NPOP,validfrom 19/10/2023,07/09/2024,Coconut Desiccated,2025-03-30T14:36:31.353662
Indian Products Private Limited Certified,ORG-2010-002852,Coimbatore,sachin@jayanti.com,"S.F.No2/1A, 2/1BPt,2/2A2,2/2A3Pt,7/2Pt&8/2B,Ellore Road, Vadapudur, Coimbatore, Tamil Nadu",NPOP,validfrom 05/12/2023,04/12/2024,"Black Mustard Seed, Black pepper (garbled), Black Pepper cracked, Black pepper ground/powder- sterilized, Black Pepper Powder, Black pepper TBC, Black Pepper TBC Steam Sterlised, Black pepper whole sterilized, Cardamom Powder, Cardamom seed, Cardamom TBC, Cassia, Celery Seed, Chicory roots, Chilli crushed, Chilli dried, Chilli powder, Cinnamon (Powder), Cinnamon bark, Cinnamon bark powder, Clove powder, Clove tea bag cut, Coriander Powder, Coriander Powder sterilized, Coriander seed/whole, Cumin seed, Dill Powder (Aowa), Dill Seed (Aowa), Dried Cardamom, Dried Clove, Fenugreek Powder (Methi Powder), Fenugreek Seed (Methi Seed), Ginger Powder, Ginger sliced (dried), Ginger TBC, Ginger TBC steam sterlised, Ginger whole (dried), Liquorice roots, Nutmeg Powder, Nutmeg tea bag cut, Nutmeg Whole, Onion (Powder), Onion Chopped, Onion Granules, Onion Minced, Oregano leaves, Senna leaves, Sesame seeds, Star anise, Turmeric Dried, Turmeric flakes, Turmeric Powder, Yellow mustard",2025-03-30T14:36:31.353829
Iniyadavan Organic Estates Private Limited Certified,ORG-2306-001315,Salem,susitra12@gmail.com,"NO:139/17,RAILADI STREET, Salem, Tamil Nadu",NPOP,validfrom 28/11/2023,27/11/2024,"Allspice, Arabica Coffee Powder, Black Pepper, Black Pepper Powder, Cardamom, Cinnamon bark, Cinnamon Leaves, Clove whole, Jackfruit, Nutmeg Whole, Pineapple, Roasted Coffee Powder, White Pepper",2025-03-30T14:36:31.353985
INNOVATIVE F&B LLP Certified,ORG-2209-003535,Coimbatore,innovativefbllp@gmail.com,"SF No. 248/2B, 18D Jeeva Street, Urumandampalayam, Coimbatore, Tamil Nadu",NPOP,validfrom 06/02/2024,22/11/2024,"Acai Blue berry Tea, Basil/Tulsi, Black Tea With Mint, Chai, Chai Spice Blend, Chocolate mint tea, Coconut chips, Decaffeinated Green tea, Earl grey Tea, Flavoured Tea, Green Tea, Green Tea with Lemon Flavour, Jasmine Flavoured green Tea, Lavender flower, Lemon Ginger Tea Bags, Lemon Green Tea, Liquorice powder, Liquorice roots, Masala Chai, Masala Tea with Spices, Mint Flavoured Black Tea, Mint Tea, Mint/Mentha leaves, Organic Black Tea, Rosemary, Strawberry Tea, Tulsi Chai Masala, Tulsi Chai Masala Tea, Turmeric Leaf, Turmeric Leaf TBC, White tea",2025-03-30T14:36:31.354139
INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED Certified,ORG-2108-004801,Thiruvallur,samuvel.s@bigbasket.com,"SND Warehousing Complex, Survey No.402/1C2, Kuthambakkam Village, Padur Road, Thiruvallur, Tamil Nadu",NPOP,validfrom 02/01/2024,03/11/2024,"Bengal gram Sprouts, Green Gram (Moong) Bari, Horse gram whole, Mixed Sprouts",2025-03-30T14:36:31.354289
Ishka Renewable Farms Private Limited Certified,ORG-2207-002083,Thoothukkudi,admin@ishkafarms.com,"Door no:6/220, S.no:37/5, Niravi pudhupatti, Ettayapuram (TK),, Thoothukkudi, Tamil Nadu",NPOP,validfrom 22/11/2023,31/08/2024,Other,2025-03-30T14:36:31.354440
Iyerpadi Tea Factory Certified,ORG-1612-002036,Coimbatore,ravi@pai.murugappa.com,"Parry Agro Industries Ltd., Paralai Estate, Iyerpadi post, Coimbatore, Tamil Nadu",NPOP,validfrom 04/02/2024,03/02/2025,"Black Pepper, Black Tea, Green Tea, White tea",2025-03-30T14:36:31.354590
JAIVIK AVAM PRAKRUTIK PRODUCER COMPANY LIMITED Certified,ORG-2401-000096,Krishnagiri,qa@susagri.com,"No-2/301, Salivaram, Andevanapalli,, Krishnagiri, Tamil Nadu",NPOP,validfrom 30/01/2024,29/01/2025,"Ajwain, Ajwain Powder, Almond, Amaranth Flour, Amaranth/Amaranthus/Thotakura, Amla, Amla powder, Annatto, Arhar dal (Red gram/Pigeon pea), Arjun powder (Terminalia arjuna), Arrow Root, Arrowroot powder, Ashwagandha, Ashwagandha Powder, Ashwagandha TBC, Asparagus racemosus (Shatawar), Banana Fresh, Barnyard Millet Flour, Basil (Ocimum Sanctum), Bay Leaf, Bay leaf powder, Bengal Gram Whole, Bengal Gram(Chana)Flour, Black cumin, Black Cumin Powder, Black gram/Urd (Vigna sp.), Black Pepper, Black Pepper Powder, Black sesame, Brahmi/Bacopa monnieri, Brahmi/Bacopa monnieri Powder, Brown gram/Gram/Chana (Cicer arietinum), Byadagi chilli, Cashew Whole, Centella asiatica, chana Dal, Chia, Chickpea/Kabuli Chana (garbanzos), Chicory Root Powder, Chicory roots, Chilli whole (dry), Chilli-Bird eye, Cinnamon (Powder), Cinnamon bark, Clove powder, Cloves, Cocoa fresh, Coconut (Dried), Coconut (Fresh), Coconut oil, Coffee Robusta berry, Coffee Robusta Cherry, Coriander Powder, coriander seed, Cowpea Red, Cowpea split, Cumin Powder, Cumin whole, Curry Leaf powder, Curry leaf/leaves, Fennel Powder, Fennel/saunf, Fenugreek, Fenugreek Powder (Methi Powder), Finger millet flour, Flax Seed, Flax seed powder, Foxtail Millet, Foxtail Millet Flour, Garcinia cambogia (Fruit), Garlic, Garlic Powder, Ginger Fresh, Ginger Powder, Ginger sliced (dried), Ginger TBC, Ginger whole (dried), Green Cardamom, Green gram/chana/Moong (Vigna sp.), Green Pepper-fresh, Green Tea, Groundnut/Peanut, Groundnut/Peanut oil (Edible grade), Hulled Sesame/Sesamum, Jackfruit, Jaggery, Jaggery powder, Jowar flour, Kabuli Chana, Kalonji/nigella, KODO Millet Flour, Kodo/Kodon Millet, Lemongrass, Little millet, Maize (Corn), Maize/Corn flour, Masur/Masoor dhuli, Matki/Moth Bean, Mint Powder, Moringa leaves, Moringa oleifera Leaf powder, Mustard, mustard Seeds-Yellow, Natural sesame seeds, Non-Basmati Paddy, Non-Basmati Rice, Nutmeg mace (dried), Nutmeg mace (fresh), Nutmeg Powder, Nutmeg Whole, Onion (Powder), Onion Granules, Papaya (C.papaya), Pearl Millet/Bajra, Pepper long/Pippali (Piper longum), Pineapple, Pippali powder-Piper longum, Poha Flattened Rice, Proso millet, Psyllium husk (isobgul), Psyllium husk powder, Quinoa, Ragi/Finger Millet grain, Raisins/Kismis, Rambutan, Red Chilli (whole), Red Chilli Flakes, Red Chilli Powder, Red Gram, Red Kidney beans/Rajma (Phaseolus vulgaris), Red Rice, Rice Flour, Saffron, Sawan/Barnyard Millet, Senna leaves, Senna Leaves Powder, Sesame Oil/Gingelly Oil, Shatavari powder, Sorghum, Sorghum Flour, Soybean Whole, Sugar, Sugar (Brown/Natural), Suji/Semolina/ Cream of Wheat, Sunflower oil: edible grade, Sunflower seeds: Of seed quality, Tamarind/Imli (T.indica), Terminalia arjuna, Terminalia bellirica powder, Tinospora cordifolia (Guruchi), Turmeric Fresh, Turmeric Powder, Turmeric TBC, Turmeric whole-dried, Urad Dal Split, Vanilla Powder, Virgin coconut oil, walnut, Wheat, Wheat flour, White Pepper",2025-03-30T14:36:31.354746
JAYCEE ORGANICS LLP Certified,ORG-1901-000268,Tirunelveli,jayceeagro@gmail.com,"Registered Office:25&26 Sterling Avenue, Sakthi Nagar, Porur, Chennai,Tamil Nadu-600116, Tirunelveli, Tamil Nadu",NPOP,validfrom 31/01/2024,30/01/2025,"Abutilon indicum(L.) Sweet.(Thuthi), Agase-Sesbania grandiflora, Amaranthus spinosus L.(Amaranthus), Amla dried, Amla dried deseeded, Amla powder, Bacopa monnieri (Neera Brahmi), Cardiospermum halicacabum L.(Baloon vinea), Cassia auriculata (Tanners cassia), Chicory (cichorium intybus) extract, Cinnamon bark, Cinnamon Leaves, Coconut oil, Coconut oil cake, Coleus Powder/extract, Curry Leaf powder, Digestive tea, Dried Curry leaves, Dried pepper, Eclipta alba (Bhrigjraj/Bhringraj), Groundnut/Peanut Oil (Crude), Guavas Dried, Gymnema sylvestre-leaves-dry extract, Harjor (Cissus quadrangularis), Herbal tea, Holy Basil powder, Insulin plant, Justicia adhatoda L.(Malabar nut tree), Karinochi/Negundo (Vitex negundo), Lemon peel dried, Mint Powder, Mint Tea, Moringa Powder, Moringa Tea, Moringa dried leaves, Moringa oleifera Leaf powder, Moringa seed, Neem leaves powder, Ocimum basilicum (Krishna/Vana Tulsi), Oil-cake and oil-cake meal of groundnut /Peanutexpeller variety, Papaya leaves powder, Pepper long/Pippali (Piper longum), Phyllanthus niruri, Slim tea, Solanum trilobetum L.(Creeping brinjal), Tinospora cordifolia (Guruchi), Tulsi Tea Bags",2025-03-30T14:36:31.354901
Joseph Coffee Curing Works Certified,ORG-1807-001334,Dindigul,prathibha@imocontrol.in,"Coffee curing unit of Balmaadi Estate,15-2-133, Dindigul, Tamil Nadu",NPOP,validfrom 27/07/2023,26/07/2024,"Arabica Cherry bulk, Arabica Coffee Bulk, Coffee clean, Washed Arabica Plantation Bulk",2025-03-30T14:36:31.355052
Kama Ayurveda Private Ltd Certified,ORG-2208-002692,Tirupur,anand@kamaayurveda.com,"SF.No.134/1& 137,Door No.3/111-112,Kuppusamy Naidupuram,Semmipalayam Village, Tirupur, Tamil Nadu",NPOP,validfrom 10/10/2023,30/08/2024,"Almond oil, Indigo Powder, Moringa seed oil, Natural Henna Powder, Neem oil, Sesame Oil/Gingelly Oil, Virgin coconut oil",2025-03-30T14:36:32.931392
"Key Stone Foundation, Kotagiri Certified",PGSI/S(TN)-3074,Kotagiri,kf@keystone-foundation.org,"P B NO.35, Groves Hill Road, Kotagiri, Tamil Nadu",PGS India,validfrom 30/11/-0001,30/01/2020,,2025-03-30T14:36:32.931697
