Company Name,Certification ID,Location,Email,Address,Certifying Agency,Valid From,Valid To,Products
ECOPURE SPECIALITIES LIMITED Certified,ORG-2007-001126,Raisen,rahul.aanjana@naturebiofoods.organic,"Plot No. 214-C & D, New Industrial Area, Phase II,, Raisen, Madhya Pradesh",NPOP,validfrom 29/08/2023,20/08/2024,"Ajwain, Almonds (Shelled), Amaranth Flour, Amaranth seed/ Ram dhana, Bajra flour/ Atta, Barley Flour, Barley whole, Basmati Rice - White (Pusa - 1121), Basmati Rice - White (Type 3), Basmati rice-brown, Basmati rice-white, Bengal Gram Whole, Bengal Gram(Chana)Flour, Black Cumin Powder, black gram split white, Black gram/Urd (Vigna sp.), Black Mustard Oil, Black Pepper, Black Pepper Powder, Black Sesame/Sesamum, Broken rice, Brown mustard, Brown Rice flour, Buckwheat (other than seed), Cashew kernel (Shelled whole), cashew kernels (w180), cashew kernels (w210), cashew kernels (w240), cashew kernels (w320), Cashew Kernels NW (NATURAL WHOLES), Cashew Kernels Wholes 450, Castor Meal, Castor Oil, chana Dal, Chia, Chickpea/Kabuli Chana (garbanzos), chilli flakes, Chilli powder, Chilli whole, Cinnamon (Powder), Clove powder, Cloves, Coconut Desiccated, Coriander Powder, Coriander seed/whole, Cumin Powder, Cumin whole, Fast cooking brown rice, Fennel Powder, Fennel Seed, Fenugreek Powder (Methi Powder), Fenugreek Seed (Methi Seed), Flax/Linseed Meal, Flax/Linseed Oil, Flaxseed, Ginger Flakes, Ginger Powder, Ginger TBC, Ginger whole, Ginger whole (dried), Gram Flour/Besan, Green gram split yellow/Moong dal-yellow, Green Gram Whole (Moong Sabut), Green gram/chana/Moong (Vigna sp.), Groundnut meal, Groundnut/Peanut, Groundnut/Peanut Oil (Crude), Groundnut/Peanut oil (Edible grade), Hulled Sesame/Sesamum, Jaggery, Jaggery powder, Lentil, Lentil dal, Maize (Corn-Seed Quality), Maize Grain, Maize/Corn flour, Millet Flour, Mustard, Mustard Meal, Mustard oil (aroma/E. Oil), Mustard Oil (Refined), Mustard Seeds, Non-Basmati Paddy, Non-Basmati Rice, Oats (Flakes), Oats (seed/grains), ORGANIC BROWN PUSA BASMATI RICE, Organic Brown Rice Syrup DE 26, Organic Brown Rice Syrup DE 30, Organic Brown Rice Syrup DE 35, Organic Brown Rice Syrup DE 40, Organic Brown Rice Syrup DE 42, Organic Brown Rice Syrup DE 45, Organic Brown Rice Syrup DE 50, Organic Brown Rice Syrup DE 55, Organic Brown Rice Syrup DE 60, Organic Brown Rice Syrup DE 65, ORGANIC BROWN TRADITIONAL BASMATI RICE, Organic Clarified Rice Syrup DE 40, Organic Clarified Rice Syrup DE 42, Organic Clarified Rice Syrup DE 45, Organic Clarified Rice Syrup DE 50, Organic Clarified Rice Syrup DE 55, Organic Clarified Rice Syrup DE 60, Organic Clarified Rice Syrup DE 65, Organic Rice Protein Powder ?40%, Organic Rice Protein Powder ?50%, Organic Rice Protein Powder ?60%, Organic Rice Protein Powder ?70%, Organic Rice Protein Powder ?90%, Organic Rice Protein Powder 80%, Organic Rice Syrup Solid (Maltodextrin)DE 17, Organic Rice Syrup Solid (Maltodextrin)DE 20, Organic Rice Syrup Solid (Maltodextrin)DE 40, Organic Rice Syrup Solid (Maltodextrin)DE 45, ORGANIC WHITE PUSA BASMATI RICE, ORGANIC WHITE TRADITIONAL BASMATI RICE, Parboiled Basmati Rice, Parboiled Rice, Pea Pulse (Pisum sativum), Pigeon pea, Poha / Chivda, Psyllium husk (isobgul), Psyllium husk powder, Psyllium seed (isobgul), Quinoa, Ragi/Finger Millet grain, Red Chilli Powder, Red Kidney beans/Rajma (Phaseolus vulgaris), Red Lentil, Red Rice, Rice bran, Rice Bran Oil, Rice Flour, Rice-Sona Masuri, Safflower Meal, Safflower Seed Oil (Kardi Seed Oil), Sesame Meal, Sesame Oil/Gingelly Oil, Sesame Seed - Oil, Sesame seeds, Sorghum, Sorghum Flour, Soya lecethin, Soyabean/Soybean Meal, Soyabean/Soybean Meal-expeller var., Soyabean/Soybean Oil-cake meal (defatted variety), Soyabean/Soybean Oil-Cake meal (expeller variety), Soyabean/Soybean Oil-cake(defatted variety), Soyabean/Soybean Oil-cake(expeller variety), Soyabean/Soybean White, Soyabean/Soybean White (Seed Quality), Soybean De-oiled cake, Soybean/soyabean oil, Split Green gram/Moong (Vigna sp.), Split Lentil, Split Pea Pulse (Pisum sativum), Split Pigeon pea/arhar/Red gram, Sugar (Brown/Natural), Suji/Semolina/ Cream of Wheat, Sunflower Meal, Sunflower oil: edible grade, Sunflower Seed Oil, Turmeric Dried, Turmeric fingers, Turmeric flakes, Turmeric Powder, Turmeric TBC, Urad dal/Split Black gram, Virgin coconut oil, walnut, Walnuts: Shelled, Wheat, Wheat flour, Wheat Porridge/Dalia, White Cane Sugar, White Pepper powder, White Rice flour, White Sesame/Sesame"
General Foods And Ingredients Pvt. Ltd. Certified,ORG-2210-003737,Dhar,qc@generalfoods.in,"Survey No.-97, Village-Akoliya, Mhow Neemach Road, Dhar, Madhya Pradesh",NPOP,validfrom 18/10/2023,17/10/2024,"Soyabean/Soybean Meal, Soyabean/Soybean Meal (defatted), Soyabean/Soybean Meal-expeller var., Soyabean/Soybean White, Soybean Grits, Soybean/soyabean oil"
GRS Agritech Certified,ORG-2210-003746,Ujjain,grsagritech16@gmail.com,"Survey No. 227/1/2, 227/1/3, 227/1/1/3/0002, Ujjain, Madhya Pradesh",NPOP,validfrom 19/10/2023,18/10/2024,"Soyabean/Soybean Meal, Soyabean/Soybean Meal (defatted), Soyabean/Soybean Meal-expeller var., Soyabean/Soybean White, Soybean, Soybean/soyabean oil"
Ish Agritech Private Limited Certified,PGSI/C(MP)-4113,Indore,ishagritech@gmail.com,"J-11, 2nd Floor ,Dhanvantari Apartment, Mog Line , Near Gangwal Bus stand, indore, Indore, Madhya Pradesh",PGS India,validfrom 30/11/-0001,30/01/2020,
Jayshri Gayatri Food Products Private Limited Certified,ORG-2310-002616,Sehore,qahead@jayshrigayatrifood.com,"Vill- Pipaliya Meera, Sehore, Madhya Pradesh",NPOP,validfrom 05/02/2024,04/02/2025,Ready to eat rice
K K COTTON Certified,ORG-1911-002849,Khargone,kkcottonkgn@gmail.com,"Khara No. 225/1, Khargone, Madhya Pradesh",NPOP,validfrom 21/11/2023,20/11/2024,"Black gram/Urd (Vigna sp.), Brown gram/Gram/Chana (Cicer arietinum), Chickpea/Kabuli Chana (garbanzos), Green Gram Whole (Moong Sabut), Maize Grain, Pigeon pea/arhar whole, Raw Cotton, Soyabean/Soybean White, Wheat grain"
K K Fibers Certified,ORG-1510-001794,Khargone,ashucot@yahoo.co.in,"Niranjan Nagar, kasrawad Road, Khargone, Khargone, Madhya Pradesh",NPOP,validfrom 15/07/2023,14/07/2024,"Basmati rice, Black gram/Urd (Vigna sp.), Brown gram/Gram/Chana (Cicer arietinum), Chickpea/Kabuli Chana (garbanzos), Green Gram Whole (Moong Sabut), Lentil, Maize Grain, Pigeon pea/arhar whole, Raw Cotton, Soyabean/Soybean White, Wheat"
K.K. Finecot Pvt. Ltd. Certified,ORG-2309-002358,Khargone,orgprojectoff@gmail.com,"Near Kendriya Vidyalaya, Niranjan Nagar, Kasrawad Road, Khargone, Madhya Pradesh",NPOP,validfrom 02/11/2023,01/11/2024,"Basmati rice, Black gram/Urd (Vigna sp.), Brown gram/Gram/Chana (Cicer arietinum), Chickpea/Kabuli Chana (garbanzos), Green Gram Whole (Moong Sabut), Lentil, Maize Grain, Pigeon pea/arhar whole, Raw Cotton, Soyabean/Soybean White"
KHADYOT NATURALS PRIVATE LIMITED Certified,ORG-2211-003989,Bhopal,khadyotnaturals@gmail.com,"C/O Sanjay Desai E/10, Rishikulp, Baypass road, Kalpana nagar, Bhopal,M.P. Pin-462022, Bhopal, Madhya Pradesh",NPOP,validfrom 24/01/2024,23/01/2025,"Ajwain, All spice powder, Almond, Almond oil, Aloe Vera Juice, Aloe Vera Powder, Amaranth Flour, Amaranth seed/ Ram dhana, Amla ???Candy, Amla Juice, Amla murabba, Amla powder, Arhar dal (Red gram/Pigeon pea), Ashwagandha, Ashwagandha Powder, Ashwagandha root, Bacopa monnieri (Neera Brahmi), Bajra flour/ Atta, Bajra porridge/Dalia, Banana powder, Barley (Other than seed), Barley Flour, Basil seeds, Basil/Tulsi, Basmati Rice - White (Pusa - 01), Basmati Rice - White (Pusa - 1121), Basmati rice-white, Bay leaves/Tejpatta, Beet Root powder, black gram split white, Black Mustard Seed, Black Pepper, Black Pepper Powder, Bottle guard powder, Brown Flaxseed oil, Brown gram/Gram/Chana (Cicer arietinum), Brown mustard, Brown Mustard Oil, Brown Rice flour, Buckwheat (other than seed), Buckwheat Flour, Buckwheat- Dehulled, Cardamom Large (Black), Cashew kernel (Shelled but not broken or whole), Cashew nut (roasted), Castor Oil (Edible grade), Castor seeds, Centella asiatica, Chana Black, chana Dal, Chana Masala, Chat masala, Chia, Chicken Masala, Chickpea/Kabuli Chana (garbanzos), Chitra Kidney beans/Rajma (Phaseolus vulgaris), Cinnamon bark, Cinnamon bark powder, Cinnamon quills, Cloves, Coconut (Dried), Coconut Desiccated, Cooked/roasted/cracked sunflower seeds, Coriander, Coriander Powder, Cowpea Red, Cowpea/Lobia whole(V.unguiculata/sinensis), Crystal Sugar, Cumin Powder, Cumin seed, Curry Leaf powder, Dal masala Powder - medium, Dates-Hard (chhohara), Dehydrated Ginger, Dehydrated Mango, Dehydrated onion powder, Dehydrated Pink/Red Onion Flakes, Dehydrated Spinach powder, Dilli Paneer Masala, Dried Curry leaves, Dried garlic, Dried potato chips, Dried Tomato Slices, Dry rose petals-Pink, Dry rose petals-Red, extra virgin coconut oil, Fennel Seed, Fenugreek Seed (Methi Seed), Flaxseed, Foxtail Millet, Garam Masala, Garlic Powder, Ginger Powder, Gram Flour/Besan, Green Cardamom, Green Gram (Moong) Bari, Green gram split yellow/Moong dal-yellow, Green Gram Whole (Moong Sabut), Green gram/Moong dhuli, Groundnut/Peanut, Groundnut/Peanut oil (Edible grade), Guar Seeds, Gudmar(Gynemema leaves), Haritaki/Harad(Terminalia chebula), Jaggery, Jaggery cube, Jaggery powder, Jamun Seed powder, Jowar, Jowar flour, Kalonji/nigella, Karela/Bittergourd Powder, Kasuri methi, Khandasari sugar, Kodo/Kodon Millet, Lemon Grass, Lemon grass oil(Cymbopogon citrates), Lemon peel dried, Lentil, Little millet, Mace, Maida, Maize (Corn), Maize/ corn porridge (Dalia), Maize/Corn flour, Mango Powder/ Aamchur, Matki/Moth Bean, Meat Masala, Mint/Mentha leaves, Mix Dal, Moringa Powder, Moringa dried leaves, Moth Dhuli, Mulethi (Glycorrhiza glabra), Multi grain Atta, Musk Melon Seeds - Dehulled, Muskmelon seeds, Mustard small, Neem leaf powder, Non-Basmati Rice, Nutmeg (Shelled), Nutmeg Whole, Oats (Flakes), Oats (Rolled grains), Onion, Onion (Powder), Orange dry peel, Paddy-Sona Masuri, Pearl Millet/Bajra, Pepper long/Pippali (Piper longum), Poha / Chivda, Poha Flattened Rice, Potato, Processed Wild/Forest Honey, Proso millet, Psyllium husk powder, Psyllium seed (isobgul), Pumpkin Seeds, Pumpkin Seeds- Dehulled, Quinoa, Ragi Flour, Ragi/Finger Millet grain, Raisins/Kismis, Red Chilli (whole), Red Chilli Powder, Red Kidney beans/Rajma (Phaseolus vulgaris), Red Lentil, Red Rice, Red Rice Paddy, Rice Flour, Rice masala powder, Rice-Sona Masuri, Roasted Almonds, Roasted Brown Flaxseed, Sambhar Powder, Sattu, Sawan/Barnyard Millet, Sesame Seed - Oil, Shatavari, Shatavari powder, Shatavari Root, Soyabean/Soybean White, Special Turmeric Powder, Spice Mix (Tea Masala), Star anise, Stevia rebaudiana(Bertoni)Bertoni (Candy leaf), Sugar, Sugar (Brown/Natural), Suji/Semolina/ Cream of Wheat, Sunflower seeds: Of seed quality, Tamarind dry (Imli), Tamarind Powder (Imli), Terminalia bellirica/baheda, Tomato Powder (Lycopersicon esculentum), Turmeric fingers, Turmeric Powder, Turmeric slice dried, Urad Dal Split, Urad Dal-Split without Shell, Urad dal-Whole(White), Urad Whole(black), Walnut kernels, Walnuts: Shelled, Water Melon Seeds, Water Melon seeds-Dehulled, Wheat, Wheat flour, Wheat Porridge/Dalia, Wheat Porridge/Dalia (Roasted), White flattened Rice, White Pepper, White Sesame/Sesame, Wholewheat Atta Premium (as Wheat Flour), Wild Honey"
KISAN SHAKTI Certified,ORG-2310-002462,Khargone,kishanshakti91@gmail.com,"Temla Road, Khargone, Madhya Pradesh",NPOP,validfrom 14/10/2023,13/10/2024,Raw Cotton
KRISHNA PROTEINS Certified,ORG-2212-004184,Hoshangabad,Deependra.singh@itc.in,"Sector M-5, Industrial Area, Kiratpura, Hoshangabad, Madhya Pradesh",NPOP,validfrom 12/03/2024,26/12/2024,"Barley (of seed quality), Basmati Rice - White (Pusa - 1121), Basmati Rice - White (Type 3), Basmati rice-brown, Basmati rice-white, Flax Seed, Flax/Linseed Meal, Groundnut meal, Hulled Sesame/Sesamum, Maize (Corn), Maize (Corn-Seed Quality), Mustard Meal, Sesame Meal, Sesame seeds, Soyabean/Soybean Meal, Soyabean/Soybean Meal-expeller var., Soyabean/Soybean Oil-Cake meal (expeller variety), Soybean, Soybean Whole, Wheat, Wheat grain, White Sesame/Sesame"
LIVE ORGANICS PVT LTD Certified,ORG-1412-002049,Indore,shashankvaidya@hotmail.com,"U.G.31, Sunrise Tower, 579-M.G. Road, Indore, Madhya Pradesh",NPOP,validfrom 23/12/2023,22/12/2024,"Ajwain, Ajwain Powder, All spice powder, Aloe Vera leaves, Aloe Vera Powder, Amla, Amla powder, Amla TBC, Amla whole dried, Anantmool (Hemidesmus indicus), Arrowroot powder, Ashok (Saraca Indica), Ashoka powder, Ashwagandha Powder, Ashwagandha root, Ashwagandha TBC, Asparagus racemosus (Shatawari) TBC, Barley Grass Powder, Basil/Tulsi, Bay leaves/Tejpatta, Beet Root powder, Bhoomi Amla Powder, Black cumin, Black Pepper, Black pepper crushed, Black Pepper Powder, Black pepper TBC, Black Tea, Brahmi Powder, Brahmi/Bacopa monnieri, Cardamom, Cardamom Large (Black), Cardamom Powder, Cardamom seed, Cardamom TBC, Cashew Whole, Centella asiatica, Centella asiatica-whole plant-powder, Chamomile (M.chamomile), Chamomile powder, Chia, Chicory Root Powder, Chicory roots, Chicory TBC, chilli flakes, Chilli powder, Chilli whole (dry), Cinnamon, Cinnamon (Powder), Cinnamon TBC, Clove powder, Clove TBC, Cloves, Coconut oil, Coleus Powder/extract, Coriander Powder, coriander seed, CTC Tea, Cumin Powder, Cumin whole, Curry Leaf powder, Curry leaf/leaves, Cyperus rotundus (Nagarmootha), Dry rose petals-Red, Dry rose petals-Rose, Eucalyptus leaves, Fennel Powder, Fennel Seed, Fennel/saunf, Fenugreek Powder (Methi Powder), Fenugreek Seed (Methi Seed), Fenugreek TBC, Flax Seed, Flax seed powder, Galangal Powder, Galangal roots, Galangal TBC, Garam Masala, Garlic, Garlic flakes, Garlic Granules, Garlic Powder, Giloy Powder, Ginger Flakes, Ginger Fresh, Ginger Powder, Ginger sliced (dried), Ginger TBC, Ginger whole (dried), Gokshura Fruit (Tribulus terrestris), Gokshura powder-tribulus terrestris, Gotukola TBC-Centella asiatica-, Green Tea, Guduchi (Tinospora Cordifolons), Gymnema, Gymnema powder, Haritaki Fruit, Haritaki powder, Henna Leaves, Henna Powder, Hibiscus, Hibiscus Dried Flower, Jaggery, Jaggery powder, Jatamansi (Nardostachys jatamansi), Kalmegh powder (Andrographis paniculata), Kalmegh(Andrographis penniculata), Kalonji/nigella, Lemon grass TBC, Lemon peel dried, lemon peel powder, Lemon Peel TBC, Lemongrass, Lemongrass powder, Liquorice powder, Liquorice roots, Liquorice TBC, Mango Powder/ Aamchur, Manjistha/Rubia cordifolia, Masala Chai, Moringa Powder, Moringa Tea, Moringa dried leaves, Moringa leaves, Neem leaves, Orange Peel, Pepper long/Pippali (Piper longum), Rama Tulsi TBC-Ocimum sanctum, Rose Petal TBC, Rose petals powder, Shatavari, Stevia, Stevia leaves-dried, Turmeric fingers, Turmeric Powder, Turmeric whole-dried"
M/S JINDAL INDUSTRIES Certified,ORG-1812-002719,Indore,jindalindustries519@gmail.com,"38 Udyog Nagar, Indore (M.P.)- 452001, Indore, Madhya Pradesh",NPOP,validfrom 06/01/2024,05/01/2025,"Arhar, Arhar dal (Red gram/Pigeon pea), Bengal Gram Whole, black gram split white, Black gram/Urd (Vigna sp.), chana Dal, Chickpea/Kabuli Chana (garbanzos), Chitra Kidney beans/Rajma (Phaseolus vulgaris), Cowpea, Green gram split yellow/Moong dal-yellow, Green Gram Whole (Moong Sabut), Green peas, Husk (Arhar/Pigeon pea), Husk (Chana/Gram), Husk (Moong/Green gram), Husk (Moth bean), Husk (Urad/Black gram), Kabuli Chana, Lentil, Malka Whole, Matki/Moth Bean, Mix Dal, Pea- Dried, Pigeon pea/arhar whole, Red Kidney beans/Rajma (Phaseolus vulgaris), Split Chickpea/Kabuli Chana (garbanzos), Split Green gram/Moong (Vigna sp.), Split Lentil, Urad dal/Split Black gram, Urad dhuli, Urad Whole(black)"
MAARENUKA FOODS PVT LTD Certified,ORG-2202-000469,Indore,RAHUL.MALVIYA54621@GMAIL.COM,"1107 DWARKAPURI COLONY INDORE, Indore, Madhya Pradesh",NPOP,validfrom 24/04/2024,10/02/2025,"Ajwain, Alphonso Mango, Amla, Amla Juice, Amla powder, Arhar, Arhar dal (Red gram/Pigeon pea), Ashwagandha, Bajra (other than seed), Bajra flour/ Atta, Barley Flour, Barley whole, Barley- Dehulled, Basmati Rice - White (Pusa - 1121), Black Mustard Oil, Black Mustard Seed, Black sesame, Brown gram/Gram/Chana (Cicer arietinum), Brown Mustard Oil, Brown Rice, Buckwheat (other than seed), Buckwheat Flour, Cane jaggery, chana Dal, Chickpea/Kabuli Chana (garbanzos), Chitra Kidney beans/Rajma (Phaseolus vulgaris), Coconut oil, Coriander, coriander green leaf, Coriander Powder, Cowpea/Lobia whole(V.unguiculata/sinensis), Cumin seed, Dehydrated Tomato powder, Fennel/saunf, Fenugreek, Flax Seed, Foxtail Millet, Garlic, Garlic Powder, Ginger Fresh, Ginger Powder, Gram Flour/Besan, Green gram split yellow/Moong dal-yellow, Green peas, Groundnut/Peanut, Groundnut/Peanut Oil (Crude), Jaggery powder, Jowar (Non-seed quality), Jowar flour, Jowar Porridge, Khandasari sugar, Kodo/Kodon Millet, Maize Grain, Maize/ corn porridge (Dalia), Maize/Corn flour, Mango dried, Masoor (Lens Culinaris), Masur/Masoor dhuli, Matki/Moth Bean, Mix Fruit Jam, Moong Dal-Split with shell, Moringa Powder, Moringa leaves, Natural Honey, Onion (Dried), Peanut ?jaggery Chikkies, Poha / Chivda, Potato, quinoa, Ragi (Finger Millet- other than seed), Ragi Flour, Red Chilli (whole), Red Chilli Powder, Red Onion, Safed Musli/Chlorophytum borivilianum, Satvari churn, Sawan/Barnyard Millet, Sesame Oil/Gingelly Oil, Soyabean/Soybean Flour, Soyabean/Soybean White, Sugar, Sugarcane, Suji/Semolina/ Cream of Wheat, Sunflower oil: edible grade, Sunflower seeds: Of seed quality, Turmeric Dried, Turmeric Powder, Urad Dal Split, Urad dhuli, Urad Whole(black), Wheat, Wheat flour, Wheat Maida, Wheat Porridge/Dalia, White Sesame/Sesame, Yellow mustard"
MAJESTIC BASMATI RICE PRIVATE LIMITED Certified,ORG-2305-001075,Raisen,Vinitchandra21@gmail.com,"PLOT NO.14,NEW INDUSTRIAL AREA PHASE II ,, Raisen, Madhya Pradesh",NPOP,validfrom 29/06/2023,28/06/2024,"Ajwain, Basmati kurnai (broken rice), Basmati Paddy, Basmati rice (dehraduni), Basmati Rice - Brown (Taraori), Basmati Rice - White (Pusa - 01), Basmati Rice - White (Pusa - 1121), Basmati Rice - White (Taraori), Basmati Rice - White (Type 3), Basmati rice-brown, Black Gram De-husked, Black Pepper, Black pepper crushed, Black Pepper Powder, Broken rice, Cardamom, Cashew kernel (Shelled whole), chana Dal, Chickpea/Kabuli Chana (garbanzos), chilli flakes, Chilli powder, Chilli whole, Chilli whole (dry), Cloves, Coriander Powder, coriander seed, Cumin Powder, Cumin whole, Fennel Seed, Fenugreek, Fenugreek Powder (Methi Powder), Flaxseed, Jowar, Masoor Dal, Masoor Dal-Split with out Shell, Moong Dal, Moong dal-Split, Mustard - Black, Mustard Oil (Refined), Non-Basmati Paddy, Non-Basmati Rice, ORGANIC BROWN PUSA BASMATI RICE, Parboiled Basmati Rice, Parboiled Rice, Pearl Millet/Bajra, Red Chilli (whole), Red Chilli Flakes, Red Chilli Powder, Red Kidney beans/Rajma (Phaseolus vulgaris), Red Rice, Rice Flour, Rice-Sona Masuri, Soyabean/Soybean White, Tur/ Toor Dal, Turmeric Powder, Urad Dal Split, Urad dal-Whole(White), Wheat flour, Wheat Porridge/Dalia, Yellow mustard, Yellow Mustard Powder/ ground"
Mehrana Industries Certified,ORG-2210-003739,Raisen,mehranapbl@gmail.com,"119/2/1, New Industrial Area, Khanpura, Raisen, Madhya Pradesh",NPOP,validfrom 21/10/2023,20/10/2024,"Soyabean/Soybean Meal, Soyabean/Soybean Meal-expeller var., Soyabean/Soybean White, Soyabean/Soybean White (Seed Quality), Soybean Chunk, Soybean Grits, Soybean/soyabean oil"
Mothersoul Private Limited Certified,ORG-2106-002784,Indore,dr.mohammad@mothersoul.in,"Factory & Warehouse Address: - Plot no 74 & 75 Beeta Industrial Park, Indore, Madhya Pradesh",NPOP,validfrom 05/01/2024,02/11/2024,"Acacia arabica powder, Acacia catechu Powder, Aloe Vera Juice, Amla Juice, Arjun powder (Terminalia arjuna), Arjuna caplets, Ashwagandha Extract, Ashwagandha Powder, Ashwagandha Root Extract, Ashwagandha Root Powder, Bacopa caplets, Barley Flour, Barley Grass Powder, Barley Porridge/Dalia, Beet Root powder, Bengal Gram(Chana)Flour, Black gram/Urd (Vigna sp.), Brahmi Powder, Brahmi/Bacopa monnieri Powder, Chia, Chickpea/Kabuli Chana (garbanzos), Cinnamon (Powder), Corn Daliya/ Corn Porridge, Cowpea, Cumin Powder, Curry Leaf powder, Fennel Powder, Fennel/saunf, Fenugreek Powder (Methi Powder), Flax Seed, Flax seed powder, Ginger Powder, Gokshura Fruit (Tribulus terrestris), Green Gram Whole (Moong Sabut), Guava extracts (Psidium Gauva), Haritaki powder, lemon peel powder, Lemon Powder, Liquorice powder, Maize/Corn flour, Mixed Grain porridge, Moringa Powder, Moringa (M.oleifera), Multi grain Atta, Neem caplets, Neem powder, Oats (Flakes), Oats (Rolled grains), Organic Rice Protein Powder ?40%, Organic Rice Protein Powder 80%, Papaya leaves powder, Pearl Millet/Bajra, Pumpkin Seeds, quinoa, Ragi Flour, Red Chilli Powder, Rice Flour, Shatavari powder, Sorghum, Sorghum Flour, Soyabean/Soybean Flour, Sunflower Seeds- Dehulled, Triphala - Extract/powder, Triphala caplets, Triphala Juice, Tulsi caplets, Tulsi Powder, Turmeric Powder, Wheat flour"
MUDAR INDIA EXPORTS Certified,ORG-1902-000438,Dhar,sudheer@mudarindia.com,"C-11 & C-14, Phase-1, ISEZ, Dhar, Madhya Pradesh",NPOP,validfrom 29/02/2024,20/02/2025,"Basil/Tulsi Oil, Corn mint oil, Dementholised oil, Glycerine, Metha/Mint Crystals, Peppermint Oil (Mentha piperita), Spearmint oil"
NANDNAM AGRO TECH PRIVATE LIMITED Certified,ORG-2204-001197,Neemuch,Nandnamagrotech@gmail.com,"561, Vikas Nagar 14/2, Neemuch, Madhya Pradesh",NPOP,validfrom 05/09/2023,12/06/2024,"Aamlaki Powder, Ajwain, Ajwain Powder, Aloe Vera, Aloe Vera leaves, Aloe Vera leaves powder, Amaranth seed/ Ram dhana, Amla powder, Amla TBC, Anantmool (Hemidesmus indicus), Arjun powder (Terminalia arjuna), Ashwagandha, Ashwagandha Leaf, Ashwagandha Powder, Ashwagandha root, Ashwagandha Root Powder, Ashwagandha TBC, Barley Grass Powder, Barleygrass, Basil/Tulsi, Bay leaves/Tejpatta, Bel Powder, Black cumin, Black Cumin Powder, Black Mustard Seed, Black Pepper, Black Pepper Powder, Boerhaavia Diffusa (Root), Brahmi Powder, Brahmi/Bacopa monnieri, Brahmi/Bacopa monnieri Powder, Cardamom, Cardamom Large (Black), Cardamom Powder, Cardamom seed, Cardamom TBC, Celery Powder, Centella asciatica Powder, Chamomile (M.chamomile), Chamomile powder, Chamomile Tea, Chicory Root Powder, Chicory roots, Cinnamon, Cinnamon (Powder), Cinnamon bark, Cinnamon TBC, Cinnamon Zeylanicum Bark, Clove powder, Clove TBC, Cloves, Coriander, Coriander Powder, Cumin seed, Cumin whole, Curry Leaf powder, Curry Leaf TBC, Cyperus rotundus (Nagarmootha), Dill Seed (Aowa), Dry rose petals-Rose, Eucalyptus leaves, Fennel Powder, Fennel Seed, Fennel/saunf, Fenugreek Powder (Methi Powder), Fenugreek Seed (Methi Seed), Flax Seed, Flax seed powder, Garam Masala, Garcinia powder/Extract, Garlic flakes, Garlic Powder, Ginger Flakes, Ginger Powder, Ginger sliced (dried), Ginger TBC, Ginger whole (dried), Glyzerizha glabra (Licorice), Green Tea, Guduchi (Cocculus cordifolous), Guduchi (Tinospora Cordifolons), Gymnema powder, Gymnema sylvestre, Haritaki powder, Haritaki/Harad(Terminalia chebula), Hibiscus, Hibiscus Sabdariffa petals TBC, Hibiscus sabdariffa Powder, Kali Musli (Curculigo orchioides), Kalmegh powder (Andrographis paniculata), Kalmegh(Andrographis penniculata), Kalonji/nigella, Karela capsule, Krishna tulsi (Ocimum sanctum), Krishna Tulsi TBC-Ocimum basilicum, Kutki (Picrorhiza kurroa), Lemon Grass, Lemon grass root powder, Lemon grass TBC, Lemongrass, Lemongrass powder, Liquorice powder, Liquorice TBC, Liquorice/Jesta Madhu, Manjeet (Rubia cordifolia), Manjista TBC, Manjistha/Rubia cordifolia, Manjistha/Rubia cordifolia Powder, Mint Powder, Mint/Mentha/Pudina, Moringa Powder, Moringa Tea, Moringa (M.oleifera), Moringa leaves, Mucuna pruriens (Mucuna), Mucuna pruriens Powder, Mustard, Mustard Seeds, Neem leaf powder, Neem leaves, Neem seed, Nutmeg (In shell), Nutmeg (Shelled), Nutmeg Powder, Nutmeg Whole, Oregano, Pepper long/Pippali (Piper longum), Peppermint leaves, Picrorrhiza Kurroa (Kutki), Pippali powder-Piper longum, Psyllium husk (isobgul), Psyllium husk powder, Psyllium seed (isobgul), Psyllium seed powder, Punarnava powder, Punarnava root, Pushkarmool/Inula racemosa, quinoa, Rama Tulsi TBC-Ocimum sanctum, Rose petals powder, Rose Petals T-Cut, Rosemary, Safed Musli/Chlorophytum borivilianum, Senna, Senna Leaves Powder, Senna Leaves Tea Bag Cut (TBC), Senna pods, Shankhaspushpi powder, Shatavari, Shatavari Capsule, Shatavari powder, Soap Nut/Reetha ( Powder), Star anise, Stevia, Stevia leaves-dried, Stevia/Stevia rebaudiana powder, Terminalia bellirica/baheda, Terminalia chebula Powder, Tribulus terrestris (stem), Trikatu powder, Tulsi Detox, Tulsi leaves dry, Tulsi Powder, Tulsi Seeds, Tulsi TBC/Tulsi TBC Blend, Turmeric Dried, Turmeric fingers, Turmeric flakes, Turmeric Powder, Turmeric TBC, Vana Tulsi (Ocimum gratissimum), Vana tulsi TBC-Ocimum gratissimum, Vibhitaki Fruit, Wheatgrass powder, White Pepper, White Pepper powder, Yellow Mustard Powder/ ground"
