Company Name,Certification ID,Location,Email,Address,Certifying Agency,Valid From,Valid To,Products
Mountain Organic Products Pvt.Ltd. Certified,ORG-1910-002529,Almora,mountainorganic@rediffmail.com,"Vill.-Chinoni,Post-Bhagoti,Teh-Chaukhutia Dist-Almora, Almora, Uttarakhand",NPOP,validfrom 05/01/2024,06/11/2024,"Adhatoda vasica (Vasaka/kali basuti), Ajwain, Akarkara/Spilanthus acmella, Aloe Vera leaves, AMALAKI capsule, Amaranth Flour, Amaranth roasted, Amaranth/Amaranthus/Thotakura, Amla, Amla churna, Amla dried, Amla/Gooseberry pickle, Apricots, Ashwagandha, ASHWAGANDHA capsule, Ashwagandha churna, Azadirachta indica (Neem), Barley Flour, Barley whole, Basil/Tulsi, Bay leaves/Tejpatta, Bhoomi amla/Phyllanthus amarus, Black Gram Flour, Black gram/Urd (Vigna sp.), Black soybean flour, Black Tea With Mint, Blended Black Tea, Boerhaavia diffusa (Punerneva), Cardamom Large (Black), Chamomile (M.chamomile), Chamomile Tea, Cinnamon bark, Coriander, Coriander Powder, Cyperus rotundus (Nagarmootha), Dry rose petals-Rose, Eclipta alba (Bhrigjraj/Bhringraj), Fenugreek, Fenugreek Powder (Methi Powder), Ficus carica/Fig, Finger millet flour, Foxtail Millet Flour, Garlic, Garlic Chilli Pickle, Garlic paste, Garlic Pickle, Ginger Chilli Pickle, Ginger Fresh, Ginger Garlic paste, Ginger Garlic pickle, Ginger paste, Ginger Pickle, Gokhru Small(Tribulas terrestris), Green chilli fresh, Green Chilli Pickle, Guavas fresh, Haritaki powder, Haritaki/Harad(Terminalia chebula), Hill Red Paddy, Horse gram whole, Jakhiya (Coleum viscocum), Kantkari, Kulath flour, Lemon Fresh, Lemon Grass, Lemon Grass Tea, Lemon peel dried, lemon peel powder, Lemon Pickle, Lemongrass Extract, Lentil dal, Malta Fresh, Mango (fresh), Mango Pickle, Mint Powder, Mint/Mentha, Mixed veg pickle, Murraya koenigii(L.)Spreng.(Curry leaves), Mustard, Mustard Oil (Refined), Mustard Paste, Mustard Powder, Neem Capsule, Neem powder, Nirgundi, Orange, Oroxylum indicum (Aralu), Peaches, Pear, Plums, Prishniparni-Uraria picta, Ragi/Finger Millet grain, Rapeseed Flour, Rapeseed/Rai/Rye, Red Chilli (whole), Red Chilli Flakes, Red Chilli Powder, Red Kidney beans/Rajma (Phaseolus vulgaris), Red Rice Paddy, Rhododendron flowers, Rice Flour, Roasted wheat, Rose water/hydrosol, Rosemary, Salaparni, Sapindus mukorossi (Reetha), Satavari Churna, Sawan/Barnyard Millet, Sesame Oil/Gingelly Oil, Sesame seeds, Shatavari Capsule, Sida cordifolia/Bala Oleoresin, Soyabean/Soybean Black (bhat), Soyabean/Soybean Flour, Soyabean/Soybean White, Stevia, Terminalia bellirica powder, Terminalia bellirica/baheda, Tinospora cordifolia (Guruchi), TRIPHALA capsule, Triphala Churn, TULSI capsule, Tulsi Krishna - Extract, Tulsi Mix, Tulsi Powder, Tulsi Tea, Turmeric Dried, Turmeric Fresh, Turmeric Powder, walnut, Wheat, Wheat flour, Yellow Chilli (Whole), Yellow Chilli Flakes, Yellow Chilli Powder, Yellow mustard"
Nauti Tea Factory Certified,ORG-1809-001771,Chamoli,nautitea.state@gmail.com,"Vill: Bhatoli P.O.Bhatoli Karnprayag to Ranikhet road Distt: Chamoli Pin 246444, Chamoli, Uttarakhand",NPOP,validfrom 16/12/2023,15/12/2024,Orthodox Black Tea
Nectafresh Agro Foods Certified,ORG-2009-002373,Udham Singh Nagar,anuj@nectafresh.com,"Village-Rajpur, Udham Singh Nagar, Uttarakhand",NPOP,validfrom 02/02/2024,29/12/2024,"Organic Brown Rice Syrup DE 26, Organic Brown Rice Syrup DE 30, Organic Brown Rice Syrup DE 35, Organic Brown Rice Syrup DE 40, Organic Brown Rice Syrup DE 42, Organic Brown Rice Syrup DE 45, Organic Brown Rice Syrup DE 50, Organic Brown Rice Syrup DE 55, Organic Brown Rice Syrup DE 60, Organic Brown Rice Syrup DE 65, Organic Clarified Rice Syrup DE 30, Organic Clarified Rice Syrup DE 35, Organic Clarified Rice Syrup DE 40, Organic Clarified Rice Syrup DE 42, Organic Clarified Rice Syrup DE 45, Organic Clarified Rice Syrup DE 50, Organic Clarified Rice Syrup DE 55, Organic Clarified Rice Syrup DE 60, Organic Clarified Rice Syrup DE 65, Organic Rice Protein Powder ?40%, Organic Rice Protein Powder ?50%, Organic Rice Protein Powder ?60%, Organic Rice Protein Powder ?70%, Organic Rice Protein Powder ?90%, Organic Rice Protein Powder 80%, Organic Rice Syrup Solid (Maltodextrin)DE 17, Organic Rice Syrup Solid (Maltodextrin)DE 20, Organic Rice Syrup Solid (Maltodextrin)DE 25, Organic Rice Syrup Solid (Maltodextrin)DE 30, Organic Rice Syrup Solid (Maltodextrin)DE 40, Organic Rice Syrup Solid (Maltodextrin)DE 45, Organic Rice Syrup Solids (Maltodextrin) DE35"
Nishant Aromas Private Limited Certified,ORG-1608-001234,Hardwar,rahul@nishantaromas.com,"Plot No.30, 31 & 61, Sector 1B,IIE, Hardwar, Uttarakhand",NPOP,validfrom 28/09/2023,25/09/2024,"Almond oil, Basil oil ( Ocimum basillicum), Basil oil (Ocimum sanctum), Citronella oil, Eucalyptus globulus oil, Frankincense oil, Lemongrass oil, Mentha/mint arvensis oil (M.arvensis), Palmarosa oil, Patchouli oil, Peppermint Oil (Mentha piperita), Rosemary Oil, Spearmint oil (Ex-mentha spicata), Vetiver Oil"
Only and Surely Organic (OSO) Agro Products Certified,ORG-2001-000162,Hardwar,nirmal.varshney@gmail.com,"Unit Address: Khasra No. 271, Village- Mustafabad Padartha, Laksar Road, Hardwar, Uttarakhand",NPOP,validfrom 02/02/2024,01/02/2025,"Almond, Almond oil, Arhar, Basmati rice, Beewax, Black Mustard Oil, Cane jaggery, Cane molasses, Coconut oil (Crude), Coriander Powder, Dehydarted Cauliflower, Foxtail Millet, Ginger (Dried,  bleached), Groundnut/Peanut, Groundnut/Peanut Oil (Crude), Herbihoney, Himalayan Multiflower honey, Honey Roasted Walnut, Jaggery liquid, Jaggery powder, Khandasari sugar, Lemon Fresh, Lemongrass, Little millet, Mango Powder/ Aamchur, Masoor Dal, Mustard, Mustard cake, Non-Basmati Rice, Pearl Millet/Bajra, Processed Eucalyptus Honey, Processed Honey, Processed Karanj Honey, Ragi (Finger Millet- other than seed), Ragi Flour, Ragi/Finger Millet grain, Raw Eucalyptus Honey, Red Chilli Powder, Saffron, Seasame oil: Crude oil, Sesame Oil/Gingelly Oil, Sugar, Sugar (Brown/Natural), Turmeric Powder, Urad Dal Split, Vinegar, Wheat, Wheat flour, Wild Honey, Wild Honey-Heavenly Himalyan Acacia"
Risiveda Herbal Products Pvt Ltd Certified,ORG-2311-002796,Hardwar,praveen.kothiyal@rhpgroup.in,"Plot No. 30, Sector 6 B, IIE, sidcul, ,, Hardwar, Uttarakhand",NPOP,validfrom 13/01/2024,12/01/2025,"Hair Grow On Capsule, IMMUNITY capsule, Memory Capsule, Skin Renew Capsule"
Sanjeevani Agrofoods Private Limited Certified,ORG-1612-002124,Dehradun,projectsanjeevani@gmail.com,"Registered Office:- Sanjeevani House, Chankaya Marg, Subhash Nagar, Dehradun Uttarakhand-248002, Dehradun, Uttarakhand",NPOP,validfrom 10/02/2024,09/02/2025,"Ajwain, Arhar dal (Red gram/Pigeon pea), Bengal Gram Whole, black gram split white, Black Pepper, Brown Rice, Cane Sugar, Cardamom, chana Dal, Chitra Kidney beans/Rajma (Phaseolus vulgaris), Cinnamon (Powder), Cloves, Coriander Powder, coriander seed, Cowpea, Cumin Powder, Cumin seed, Fennel/saunf, Garam Masala, Gram Flour/Besan, Green gram split yellow/Moong dal-yellow, Green Gram Whole (Moong Sabut), Groundnut/Peanut oil (Edible grade), Indian Organic Basmati Rice, Indian Organic Brown Basmati Rice, Kabuli Chana, Malka Whole, Matki/Moth Bean, Mix Dal, Multi grain Atta, Mustard, Mustard Oil (Refined), Non-Basmati Rice, Poha Flattened Rice, Red Chilli Flakes, Red Chilli Powder, Red Kidney beans/Rajma (Phaseolus vulgaris), Rice Sonamasuri Brown, Rice-Sona Masuri, Split Green gram/Moong (Vigna sp.), Split Lentil, Sugar (Brown/Natural), Suji/Semolina/ Cream of Wheat, Sunflower oil: edible grade, Urad dal/Split Black gram, Urad dhuli, Urad Whole(black), Wheat flour, Wheat Maida, Wheat Porridge/Dalia"
SANJEEVANI RICH JAIVIK INDIA PVT. LTD. Certified,ORG-1903-000800,Dehradun,officesanjeevani@gmail.com,"Head Office-Sanjeevani House Chanakya Marg ,Subhash Nagar, Dehradun, Uttarakhand-248002, Dehradun, Uttarakhand",NPOP,validfrom 15/04/2024,14/04/2025,"Arhar dal (Red gram/Pigeon pea), Basmati rice, Bengal Gram Whole, black gram split white, Black gram/Urd (Vigna sp.), Black Pepper, Brown Rice, Cardamom, chana Dal, Chickpea/Kabuli Chana (garbanzos), Chitra Kidney beans/Rajma (Phaseolus vulgaris), Cinnamon, Cloves, coriander seed, Cowpea, Cumin Powder, Cumin seed, Fennel/saunf, Gram Flour/Besan, Green gram split yellow/Moong dal-yellow, Green Gram Whole (Moong Sabut), Indian Organic Basmati Rice, Kabuli Chana, Malka Whole, Matki/Moth Bean, Mix Dal, Mustard, Onion (Powder), Onion flakes, Red Chilli Powder, Red Kidney beans/Rajma (Phaseolus vulgaris), Split Green gram/Moong (Vigna sp.), Split Lentil, Sunflower oil: edible grade, Urad dal/Split Black gram, Urad dhuli, Urad Whole(black)"
"Shri Ram Solvent Extraction Pvt Ltd, Jaspura Certified",PGSI/NC(UK)-1130,Jaspura,neemplus@neemplus.com,"Kashipur Road, Distt. Udham Singh Nagar (Uttaranchal) India, Jaspura, Uttarakhand",PGS India,validfrom 30/11/-0001,27/07/2018,
Society for the Upliftment of Villagers and Development of Himalayan Area (SUVIDHA) Certified,PGSI/NC(UK)-1199,Haldwani,,"Om Complex, Karayal Jaulasal, Raja Rani Vihar, Near Birla School Haldwani, Haldwani, Uttarakhand",PGS India,validfrom 30/11/-0001,10/01/2019,
SOS Organics Pvt Ltd Certified,ORG-1801-000143,Almora,santosh@sosorganics.com,"Chitai, Pant Village Almora 263601, Almora, Uttarakhand",NPOP,validfrom 08/02/2024,07/02/2025,"Amaranth Flour, Amaranth Pellets, Amaranth seed/ Ram dhana, Barley Flour, Barley Porridge/Dalia, Barnyard Millet Flour, Brown Rice, Brown Rice flour, Buckwheat Flour, chilli flakes, Finger millet flour, Flour Mix Whole Gram Thickener, Foxtail Millet, Foxtail Millet Flour, Jaggery powder, Khandasari sugar, Lentil, Maize (Corn), Maize/Corn flour, Millet, Millet Flour, Non-Basmati Rice, Nutri flour/ Nutra Flour, Processed Wild/Forest Honey, Proso millet, Sawan/Barnyard Millet, Soyabean/Soybean Black (bhat), Soyabean/Soybean White, Sugar (Brown/Natural), Turmeric Dried, Wholewheat Atta Premium (as Wheat Flour)"
SUPA BIOTECH PVT LTD Certified,ORG-2109-005619,Nainital,supa_sarg@yahoo.co.in,"Registered office: 20-A Vernon Cottage Tallital Nainital, Uttarakhand-263002, Processing Unit:Tonk Sadi, Village- Supi, Nainital, Uttarakhand",NPOP,validfrom 30/09/2023,29/09/2024,"Amaranth/Amaranthus/Thotakura, Apple, Apple Jam, Apple juice (Brix <=20), Apples (Dry), Apricots, Basmati Paddy (Type 3), Black gram/Urd (Vigna sp.), Black sesame, Buckwheat (other than seed), Cabbage, Cannabis sativa L.(Hemp), Chilli powder, Chilli whole, Coriander Powder, coriander seed, Dried/Dehydrated Apricots, Dry rose petals-Rose, Fenugreek, Fruit vinegar, Ginger whole, Green peas, Herbal tea, Horse gram whole, Jaggery, Jaggery powder, Khandasari sugar, Lentil, Non-Basmati Paddy, Oregano, Other, Peaches, Pear, Plums, Potato, Ragi/Finger Millet grain, Red Kidney beans/Rajma (Phaseolus vulgaris), Rose water/hydrosol, Sawan/Barnyard Millet, Soyabean/Soybean Black (bhat), Sugar (Brown/Natural), Thymes, Turmeric Powder, Turmeric whole-dried, Wheat, White Kidney beans/Rajma (Phaseolus vulgaris), Yellow mustard"
TRETA AGRO PRIVATE LIMITED Certified,ORG-2010-002863,Udham Singh Nagar,certification@justorganik.com,"Multigrain Processing Unit, Opp-Omax Colony, Near Metropolis Mall, Nainital Road, Udham Singh Nagar, Uttarakhand",NPOP,validfrom 28/11/2023,22/11/2024,"Ajwain, Ajwain Powder, Almond, Almond oil, Aloe Vera, Aloe Vera Pickle, Amaranth Flour, Amaranth Popped, Amaranth seed/ Ram dhana, Amaranth/Amaranthus/Thotakura, Amla, Amla ???Candy, Amla dried, Amla Juice, Amla oil, Amla powder, Anise/Aniseed, Apple, Apple Juice (Brix < 20), Apricot oil, Apricots, Arhar, Arhar dal (Red gram/Pigeon pea), Arjun powder (Terminalia arjuna), Asafoetida, Asafoetida powder, Ashwagandha, Ashwagandha Powder, Ashwagandha root, Bajra flour/ Atta, Bajra porridge/Dalia, Banana Fresh, Barley Flour, Barley Porridge/Dalia, Barley whole, Barley- Dehulled, Barnyard Millet Flour, Basil oil ( Ocimum basillicum), Basil/Tulsi, Basmati Paddy, Basmati rice, Basmati rice Powder, Basmati rice-brown, Basmati rice-white, Bay leaf powder, Bay leaves/Tejpatta, Bengal Gram Whole, Bengal Gram(Chana)Flour, Black cumin, Black Gram Flour, black gram split white, Black gram white, Black Mustard Seed, Black Pepper, Black Pepper Powder, Black pepper TBC, Black sesame, Brahmi/Bacopa monnieri, Brahmi/Bacopa monnieri Powder, Broken rice, Brown gram/Gram/Chana (Cicer arietinum), Brown Rice, Brown Rice flour, Buck wheat (seed quality), Buckwheat (other than seed), Buckwheat Flour, Cardamom, Cardamom Green Tea, Cardamom Large (Black), Cardamom Powder, Cashew nut (roasted), Cashew Whole, Castor Oil, Castor seeds, Chamomile (M.chamomile), chana Dal, Chana Masala, Chia, Chicken Curry Masala, Chickpea/Kabuli Chana (garbanzos), Chitra Kidney beans/Rajma (Phaseolus vulgaris), Chives (Allium schoenoprasum), Cinnamon, Cinnamon (Powder), Cinnamon TBC, Clove powder, Clove TBC, Clove whole, Cocoa beans, Coconut, Coconut flakes, Coconut oil (Crude), Coconut powder/dried coconut powder, Coffee Arabica Parchment, Coffee beans, Coffee beans-Arabica, Coffee Powder, Coriander, Coriander Powder, Cowpea, Cowpea Red, CTC Tea, Cumin Powder, Cumin whole, Curry Leaf powder, Dates-Hard (chhohara), Dill Seed (Aowa), Dried Cardamom, Dry rose petals-Rose, Dry/Dehydrated fenugreek leaves, Fennel Powder, Fennel/saunf, Fenugreek, Fenugreek Powder (Methi Powder), Flavoured Tea, Flax Seed, Flax Seed oil, Flax seed powder, Foxtail Millet, Foxtail Millet Flour, French beans, galangal (Alpinia galanga ), Garam Masala, Garam masala powder - hot, Garlic, Garlic flakes, Garlic Powder, Ginger Fresh, Ginger Powder, Ginger TBC, Ginger whole (dried), Glyzerizha glabra (Licorice), Gram Flour/Besan, Green Cardamom, Green chilli fresh, Green Chilli Powder (dry), Green Coffee, Green Coffee bean Extract Powder, Green Gram Flour, Green Gram Whole (Moong Sabut), Green gram/Moong dhuli, Green peas, Groundnut/Peanut, Groundnut/Peanut Oil (Crude), Groundnut/Peanut oil (Edible grade), groundnut/peanut roasted, Guar gum powder, Haritaki/Harad(Terminalia chebula), Hulled Sesame/Sesamum, Idly rava, Indian curry leaves, Indian Organic Basmati Rice, Indian Organic Brown Basmati Rice, Indian Super Rice, Jaggery, Jaggery powder, Jowar, Jowar flour, Jowar Porridge, Kalonji/nigella, Kasuri methi, Khandasari sugar, Kinnow/Mandarin Orange Fresh, KODO Millet Flour, Kodo/Kodon Millet, Lemon Dried, Lemon Fresh, Lemon Grass, Lemon grass TBC, Lemon peel dried, Lemon Powder, Lemon Tea, Lemongrass powder, Lentil Flour, Liquorice powder, Liquorice TBC, Liquorice/Jesta Madhu, Little millet, Mace, Mace Powder, Maida, Maize (Corn), Maize/ corn porridge (Dalia), Maize/Corn flour, Malka Whole, Malkangni (Celastrus paniculata), Mango (fresh), Mango dried, Mango juice/ concentrates, Mango Powder/ Aamchur, Manioc (cassava) (Powder), Manjistha/Rubia cordifolia, Manjistha/Rubia cordifolia Powder, Marigold Dried Flower, Masala Tea with Spices, Masoor (Lens Culinaris), Masoor Dal, Masur/Masoor dhuli, Millet, Millet Flour, Millet porridge, Mint Leaves Dehydrated, Mint Tea, Mint/Mentha, Misi atta/flour, Mix Dal, Moong dal-Split, Moringa Powder, Moringa Tea, Moringa (M.oleifera), moth dal, Moth Dhuli, Mulethi (Glycorrhiza glabra), Multi Flour Nutri Atta, Multi grain Atta, Mumbai Pau Bhaji Masala, Mustard, Mustard oil (aroma/E. Oil), Mustard Oil (crude), Mustard small, Mutton Curry Masala, Non-Basmati Paddy, Non-Basmati Rice, Nutmeg Powder, Nutmeg Whole, Oat flour, Oats (Flakes), Oats (seed/grains), Onion, Onion (Dried), Onion (Powder), Onion flakes, Orange, Oregano, Organic Black Tea, Organic Green Tea, ORGANIC PARBOILED RICE (BROWN & WHITE), Paddy-Sona Masuri, Paprika (Capsicum annuum), Parboiled Rice, Parsley, Pea- Dried, Pear fresh, Pearl Millet/Bajra, Peshawari Biryani Masala, Pineapple, Pistachios, Poha / Chivda, Poha Flattened Rice, Pomegranate (fresh), pomegranate seeds/anardana, Popped Buckwheat, Potato, Proso millet, Psyllium husk (isobgul), Psyllium husk powder, Puffed Rice Chivda, Pumpkin Seeds, Pumpkins (Fresh), quinoa, Quinoa, Radish, Ragi (Finger Millet- other than seed), Ragi Flour, Ragi/Finger Millet grain, Raisins/Kismis, Raw Cashewnut Kernels, Ready to eat product, Ready to eat rice, Red Chilli (whole), Red Chilli Flakes, Red Chilli Powder, Red Kidney beans/Rajma (Phaseolus vulgaris), Red Rice, Rice Bran Oil, Rice Flour, Rice Sonamasuri Brown, Rice-Sona Masuri, Roasted Almonds, Roasted Gram/ chana, Roasted Porridge/Dalia, Rose Tea, Rose water/hydrosol, Rosemary, Rosemary powder, Sabji Masala, Sambhar Powder, Sattu, Sawan/Barnyard Millet, Seed Mix, Sesame Seed - Oil, Sesame seeds, Shatavari, Shatavari powder, Shatavari Root, Sorghum, Sorghum Flour, Sorghum Millet Popped, Soyabean/Soybean Black, Soyabean/Soybean Flour, Soybean, Spice Mix (Garam Masala), Spice Mix 4, Split Chickpea/Kabuli Chana (garbanzos), Split Lentil, Stevia leaves-dried, Stevia/Stevia rebaudiana powder, Sugar, Sugar (Brown/Natural), Suji/Semolina/ Cream of Wheat, Sunflower oil: edible grade, Sunflower seeds: Of seed quality, Tamarind/Imli (T.indica), Tandoori Masala, Tapioca, Tea Tulsi Ginger, Terminalia arjuna, Terminalia bellirica/baheda, Thymes, Triphala Powder, Tulsi Green Tea, Tulsi leaves dry, Tulsi Powder, Tulsi TBC/Tulsi TBC Blend, Turmeric Fresh, Turmeric Powder, Turmeric TBC, Turmeric whole-dried, Urad Dal Split, Urad dhuli, Urad Whole(black), Vanilla, Vanilla Powder, walnut, Wheat, Wheat Bran, Wheat flour, Wheat grain, Wheat Porridge/Dalia, Wheat Porridge/Dalia (Roasted), Wheatgrass powder, White Pepper, White Pepper powder, White Sesame/Sesame, Yellow mustard"
"Uttarakhand Organic Commodity Board (UOCB), Dehradun Certified",PGSI/NC(UK)-1645,Dehradun,uocb_dehradun@yahoo.co.uk,"Second floor, Kisan Bhawan, Mussoorie By Pass, Ring Road, Nehru Gram, Dehradun, Dehradun, Uttarakhand",PGS India,validfrom 30/11/-0001,08/06/2019,
Vizuddha Organic Farmer Producer Company Ltd. Certified,ORG-1901-000128,Hardwar,bkc.rke@gmail.com,"Khasra Number 80,Village-Sultanpur Sabatwali,PO:Jhabreda, Hardwar, Uttarakhand",NPOP,validfrom 22/03/2024,17/02/2025,"Ajwain, Amla powder, Ashwagandha Powder, Basmati Paddy, Basmati Paddy (HBC 19), Black gram/Urd (Vigna sp.), Buckwheat (other than seed), Chitra Kidney beans/Rajma (Phaseolus vulgaris), Fennel/saunf, Green Gram Whole (Moong Sabut), Groundnut/Peanut, Holy basil, Jaggery, Jaggery cube, Jaggery powder, Khandasari sugar, Masoor (Lens Culinaris), MuskDana (Abelmoschus moschatus), Mustard - Black, Non Basmati Paddy (Sarbati), Ragi/Finger Millet grain, Red Kidney beans/Rajma (Phaseolus vulgaris), Sugar (Brown/Natural), Wheat, White Kidney beans/Rajma (Phaseolus vulgaris), Yellow mustard"
YES ORGANIC Certified,ORG-2205-001704,Udham Singh Nagar,sushil.foodtech@gmail.com,"Subash Nagar, Udham Singh Nagar, Uttarakhand",NPOP,validfrom 09/07/2023,08/07/2024,"Almond, Amaranth/Amaranthus/Thotakura, Apple Jam, Black Mustard Oil, Brown Mustard Oil, Chilli dried, Coconut oil, Dried/Dehydrated Apricots, Garlic Pickle, Ghee, Ginger Pickle, Green Chilli Pickle, Groundnut/Peanut Oil (Crude), Jaggery cube, Jaggery powder, Lemon Marmalade, Lemon Pickle, Lemon pickle sweet, Lemon Squash, Mango Chutney, Mango Jams, Mango Pickle, Mango Squash, Mix Fruit Jam, Mix Pickle, Natural Honey, Orange Marmalade, Orange Squash, Pineapple - Squash, Pineapple Jam, Processed Wild/Forest Honey, Sesame Seed - Oil, Sugar (Brown/Natural), Sunflower Seed Oil, Tomato ketchup, Turmeric Dried, Walnut kernels, White Cane Sugar"
