Company Name,Certification ID,Location,Email,Address,Certifying Agency,Valid From,Valid To,Products
PLR FOODS PRIVATE LIMITED Certified,ORG-2211-003959,Chittoor,qafrzplrfoods@plrprojects.com,"Sy No:354/1E, Ranganathamitta Village, Chittoor, Andhra Pradesh",NPOP,validfrom 15/01/2024,07/12/2024,"Alphonso Mango Pulp, Aseptic Kesar Mango Puree, Aseptic Red Papaya Puree Concentrate, Aseptic Tomato Paste, Aseptic Totapuri Mango Puree, Aseptic Totapuri Mango Puree Concentrate, Coconut, Frozen Alphonso Mango Dice, Frozen Red Papaya Dice, Frozen Totapuri Mango Slice, Individual quick frozen Pineapple"
RMM Food Products Certified,ORG-1805-000816,Chittoor,nitin.p@tasafoods.com,"No: 25-458, Gangasagaram Village, Vellore Road,, Chittoor, Andhra Pradesh",NPOP,validfrom 26/05/2023,26/05/2024,"Aseptic Alphonso Mango Puree, Aseptic Totapuri Mango Puree, Guava Puree, Totapuri Mango pulp"
SALUTE WATER HOUSE PRIVATE LIMITED Certified,ORG-1812-002572,Guntur,Narayana.Swamy@itc.in,"Edulapalem Village, Guntur, Andhra Pradesh",NPOP,validfrom 17/04/2024,17/02/2025,"Ajwain, Ajwain Powder, Bay Leaf, Black Pepper, Black Pepper Powder, Cardamom, Cassia, Celery Powder, Celery Seed, chilli flakes, Chilli powder, Cinnamon, Cloves, Coriander Powder, Coriander seed/whole, Cumin Powder, Cumin whole, Fennel Powder, Fennel Seed, Fenugreek Powder (Methi Powder), Fenugreek Seed (Methi Seed), Garlic, Garlic flakes, Garlic Powder, Ginger Powder, Ginger sliced (dried), Ginger whole (dried), Mustard, Mustard Powder, Onion flakes, Red Chilli (whole), Red Chilli Powder, Red onion powder, Turmeric Dried, Turmeric Powder"
SAMTFMACS- CENTRAL PROCESSING UNIT Certified,ORG-1301-000024,Visakhapatnam,samtfmacs@gmail.com,"Thuraiguda, Chinalabudu,, Visakhapatnam, Andhra Pradesh",NPOP,validfrom 03/09/2023,02/09/2024,"Black Pepper, Black pepper (garbled), Chitra Kidney beans/Rajma (Phaseolus vulgaris), Coffee Arabica Parchment, Coffee Arabica-Cherry, Coffee clean, Custard apple Fresh (Ata)/Annona squamosa L., Ginger Fresh, Green Coffee, Green Pepper-fresh, Honge-Pongamia pinnata, Jamun/Neralae(Syzygium cuminii), Kinnow/Mandarin Orange Fresh, Lime, Little millet, Mango (fresh), Ragi (Finger Millet- other than seed), Tamarind fresh deseeded (Imli), Turmeric Fresh, White Pepper"
SRI SAI AGRO PRODUCTS Certified,ORG-1812-002570,Guntur,Narayana.Swamy@itc.in,"D. No. 4-461, Chowdavaram Village, Guntur, Andhra Pradesh",NPOP,validfrom 08/04/2024,24/02/2025,"Ajwain, Ajwain Powder, Bay Leaf, Black Pepper, Black pepper ground/powder- sterilized, Black Pepper Powder, Cardamom, Cassia, Celery Powder, Celery Seed, Chilli crushed, chilli flakes, Chilli powder, Cinnamon, Cloves, Coriander Powder, Coriander Powder sterilized, Coriander seed/whole, Cumin Powder, Cumin whole, Dill Seed (Aowa), Fennel Powder, Fennel Seed, Fenugreek Powder (Methi Powder), Fenugreek Seed (Methi Seed), Garlic, Garlic flakes, Garlic Powder, Ginger Powder, Ginger powder steam sterilized, Ginger sliced (dried), Ginger whole (dried), Mustard, Mustard Powder, Onion flakes, Onion Powder sterilized, Red Chilli (whole), Red Chilli Powder, Turmeric Dried, Turmeric ground steam sterilized, Turmeric Powder"
SRI VARSHA FOOD PRODUCTS INDIA LTD Certified,ORG-1905-001227,Chittoor,vishnu@srivarsha.com,"Survey No: 47/2 to 7, 9 ,10,52/3 to 7 & 13, S.N.Puram Village,, Chittoor, Andhra Pradesh",NPOP,validfrom 08/07/2023,26/06/2024,"Aseptic Alphonso Mango Puree, Aseptic Tomato Paste, Aseptic Totapuri Mango Puree, Aseptic Totapuri Mango Puree Concentrate, Ginger whole, Guava Puree, Papaya Concentrate, Papaya puree, Pineapple juice concentrate, Pineapple Juice Single Strength, Pineapple Puree, Tamarind paste"
SRI VARSHA INTEGRATED FOOD PARK PRIVATE LIMITED Certified,ORG-2304-000963,Cuddapah,senthilselvam@srivarsha.com,"2213 to 2230 sy no 2521-1 Settigunta Village, Cuddapah, Andhra Pradesh",NPOP,validfrom 29/05/2023,28/05/2024,"Coconut chips, Freeze/dried/Jackfruit/dehydrated, Individual quick frozen Banana, Individual quick frozen Mango, Individual quick frozen Papaya, Individual quick frozen Pineapple"
SRI VIJAYALAXMI GANESHA MODERN RICE MILL Certified,ORG-2310-002512,Srikakulam,certifications@terragreensorganic.in,"D.No-29/540/A, Meliaputti Road, Srikakulam, Andhra Pradesh",NPOP,validfrom 30/11/2023,29/11/2024,"Basmati rice-brown, Basmati rice-white, Broken rice, Brown Rice, Non-Basmati Rice, ORGANIC PARBOILED RICE (BROWN & WHITE), Rice Sonamasuri Brown, Rice Sonamasuri Hand pound, Rice Sonamasuri Semi Brown, Rice-Sona Masuri, Semi Polished Rice"
Srini Food Park Private Limited Certified,ORG-2207-002396,Chittoor,rahul.mathur@srestaorganic.com,"C/O Gaddam Rajendra Reddy Sresta Natural Bioproducts Ltd. Plot No.11, Opp. Image Gardens, Krithika Layout, Madhapur,Hyderabad,Rangareddy, Telangana, Chittoor, Andhra Pradesh",NPOP,validfrom 21/08/2023,20/08/2024,"Alphonso Mango Pulp, Alphonso Mango Puree, Amla, Frozen Alphonso Mango Dice, Frozen Totapuri Mango Dice, Guava pulp, Individual quick frozen Mango, Individual quick frozen Okra, Kesar Mango Pulp, Kesar Mango Puree, Mango juice/ concentrates, Mango pulp, Pineapple juice, Pineapple juice concentrate, Sweet corn, Totapuri Mango pulp, Totapuri Mango puree"
Synthite Industries Private Limited Certified,ORG-1708-001297,Prakasam,madhu@synthite.com,"Survey No. 542/4B,542/1, Tammavaram Road Bodduvanipalem, Korisapadu(M), Medarametla PO, Prakasam, Andhra Pradesh",NPOP,validfrom 13/10/2023,07/09/2024,"Black tea leaves extract, Decaffeinated Black tea, Decaffeinated Green tea, Green tea extract, Seabuckthorn oil"
YERUKA NAIDU AGROS Certified,ORG-2312-002994,Visakhapatnam,yknagros@gmail.com,"218-1,Jangalapalli Village, Makavarapalem Mandal, Visakhapatnam, Andhra Pradesh",NPOP,validfrom 31/01/2024,30/01/2025,"Jaggery, Jaggery cube, Jaggery liquid, Jaggery powder"
